donation_id,sender_name_raw,sender_email_raw,amount,payment_method,platform,message_raw,label_multiclass,text_for_model
sample_suspicious_judol_1880,m4xwinT1p5,user1880@example.com,22500,QRIS,Saweria,😺🐳 ⓦіｎ𝓻α🆃𝑒 ոΔⒾк 𝓶🅰ⓛⒶ𝓶 і几Ɨ кⒶ🆃𝔸ｎⓎа ⓐＭΔη 🐻🐼,suspicious_judol,m4xwinT1p5 😺🐳 ⓦіｎ𝓻α🆃𝑒 ոΔⒾк 𝓶🅰ⓛⒶ𝓶 і几Ɨ кⒶ🆃𝔸ｎⓎа ⓐＭΔη 🐻🐼 maxwintip5 wnrte aik malam ni katany aman
sample_suspicious_judol_1881,bocoranNow,user1881@example.com,25000,E-Wallet,DemoPay,✨ r.t.p t.i.n.g.g.i y.a.n.g p.a.h.a.m m.e.r.a.p.a.t ✨,suspicious_judol,bocoranNow ✨ r.t.p t.i.n.g.g.i y.a.n.g p.a.h.a.m m.e.r.a.p.a.t ✨ bocorannow rtp tinggi yang paham merapat
sample_suspicious_judol_1882,polaUpdate,user1882@example.com,27500,Virtual Account,Kondomatur,sc⁠a7t⁠3r mul⁠4i r4p⁠4t r4m⁠4i d1 gru⁠p,suspicious_judol,polaUpdate sc⁠a7t⁠3r mul⁠4i r4p⁠4t r4m⁠4i d1 gru⁠p polaupdate scatter mulai rapat ramai d1 grup
sample_suspicious_judol_1883,ѕςа７ｔℯŘ几ⓞｔе,user1883@example.com,30000,Transfer,Trakteer,ƈα❺𝓲ｎо ⓛ❶Ⓥ３ ➇Ⓐгս ƅυ𝓴❹,suspicious_judol,ѕςа７ｔℯŘ几ⓞｔе ƈα❺𝓲ｎо ⓛ❶Ⓥ３ ➇Ⓐгս ƅυ𝓴❹ 7ternot csin liv3 8a tk4
sample_suspicious_judol_1884,jamramai,user1884@example.com,32500,QRIS,Saweria,pola terbaik malam ini malam ini saja,suspicious_judol,jamramai pola terbaik malam ini malam ini saja jamramai pola terbaik malam ini malam ini saja
sample_suspicious_judol_1885,cuanMalam,user1885@example.com,35000,E-Wallet,DemoPay,ｄｅｐｏｓｉｔ ｒｅｃｅｈ ｄｕｌｕ ｃｅｋ ｓｅｂｅｌｕｍ ｐｅｎｕｈ,suspicious_judol,cuanMalam ｄｅｐｏｓｉｔ ｒｅｃｅｈ ｄｕｌｕ ｃｅｋ ｓｅｂｅｌｕｍ ｐｅｎｕｈ cuanmalam deposit receh dulu cek sebelum penuh
sample_suspicious_judol_1886,depoInfo,user1886@example.com,37500,Virtual Account,Kondomatur,p|o|l|a s|c|a|t|t|e|r k|a|t|a|n|y|a b|a|g|u|s p|o|l|a s|u|d|a|h k|e|b|u|k|a,suspicious_judol,depoInfo p|o|l|a s|c|a|t|t|e|r k|a|t|a|n|y|a b|a|g|u|s p|o|l|a s|u|d|a|h k|e|b|u|k|a depoinfo pola scatter katanya bagus pola sudah kebuka
sample_suspicious_judol_1887,гτᵖⒾⓃⓕο,user1887@example.com,40000,Transfer,Trakteer,ⓐ𝓭𝓶ⒾⓃ Ｋ🅰ⓢⒾһ коｄⓔ ｂυ𝔸ｔ Ｉ几ｆо 🆂ａⒿа,suspicious_judol,гτᵖⒾⓃⓕο ⓐ𝓭𝓶ⒾⓃ Ｋ🅰ⓢⒾһ коｄⓔ ｂυ𝔸ｔ Ｉ几ｆо 🆂ａⒿа pinf admin kasi kde bat inf saj
sample_suspicious_judol_1888,viewer88,user1888@example.com,42500,QRIS,Saweria,b0c0r4n adm1n h4r1 1n1 jang4n s3but m3r3k,suspicious_judol,viewer88 b0c0r4n adm1n h4r1 1n1 jang4n s3but m3r3k viewer88 bocoran admin har1 1n1 jangan sebut merek
sample_suspicious_judol_1889,4dmininf0,user1889@example.com,45000,E-Wallet,DemoPay,b‍onu‍s h‍ari‍an mas‍ih ada‍ la‍ngs‍ung‍ ga‍s,suspicious_judol,4dmininf0 b‍onu‍s h‍ari‍an mas‍ih ada‍ la‍ngs‍ung‍ ga‍s 4dmininf0 bonus harian masih ada langsung gas
sample_suspicious_judol_1890,maxwinTips,user1890@example.com,47500,Virtual Account,Kondomatur,pOlA AdMiN TeRbArU JaNgAn tElAt,suspicious_judol,maxwinTips pOlA AdMiN TeRbArU JaNgAn tElAt maxwintips pola admin terbaru jangan telat
sample_suspicious_judol_1891,ⒷＯƈоⓇⒶｎոοԝ,user1891@example.com,50000,Transfer,Trakteer,jamgacorpalingramaikodeadminturun,suspicious_judol,ⒷＯƈоⓇⒶｎոοԝ jamgacorpalingramaikodeadminturun bocran jamgacorpalingramaikodeadminturun
sample_suspicious_judol_1892,polaUpdate,user1892@example.com,52500,QRIS,Saweria,gas togel malam ini ramai katanya aman,suspicious_judol,polaUpdate gas togel malam ini ramai katanya aman polaupdate gas togel malam ini ramai katanya aman
sample_suspicious_judol_1893,scatterNote,user1893@example.com,55000,E-Wallet,DemoPay,๑۞๑ 𝓭ℯ🅿🅾 𝓴еⒸƗⅼ ｂі５ａ ςսⓐｎ уａⓃｇ ᵖⒶｈ𝔸ⓜ 𝓶ⓔгⒶᵖ𝔸７ ๑۞๑,suspicious_judol,scatterNote ๑۞๑ 𝓭ℯ🅿🅾 𝓴еⒸƗⅼ ｂі５ａ ςսⓐｎ уａⓃｇ ᵖⒶｈ𝔸ⓜ 𝓶ⓔгⒶᵖ𝔸７ ๑۞๑ scatternote 11 depo kcil bsa an ang paham meapa7 11
sample_suspicious_judol_1894,jamramai,user1894@example.com,57500,Virtual Account,Kondomatur,<<< b_o_c_o_r_a_n p_o_l_a h_i_j_a_u r_a_m_a_i di g_r_u_p >>>,suspicious_judol,jamramai <<< b_o_c_o_r_a_n p_o_l_a h_i_j_a_u r_a_m_a_i di g_r_u_p >>> jamramai <<< bocoranpolahijauramai di grup >>>
sample_suspicious_judol_1895,ⒸＵΔոⓜαｌ🅰ⓜ,user1895@example.com,60000,Transfer,Trakteer,1​nfo​ m4​xwi​n 7​erb​4ru​,suspicious_judol,ⒸＵΔոⓜαｌ🅰ⓜ 1​nfo​ m4​xwi​n 7​erb​4ru​ cuamlam 1nfo maxwin 7erbaru
sample_suspicious_judol_1896,depoInfo,user1896@example.com,62500,QRIS,Saweria,Ⓟ⓿𝓵４ ⑤ｐ❶η Ⓟ③𝓵❹几 ԁυ🅻ⓤ 𝓶🅰🅻Ⓐ𝓶 １η① ❺Ⓐｊ𝔸,suspicious_judol,depoInfo Ⓟ⓿𝓵４ ⑤ｐ❶η Ⓟ③𝓵❹几 ԁυ🅻ⓤ 𝓶🅰🅻Ⓐ𝓶 １η① ❺Ⓐｊ𝔸 depoinfo pol4 5pin pelan lu malam 1n1 5aja
sample_suspicious_judol_1897,rtpinfo,user1897@example.com,65000,E-Wallet,DemoPay,gas sekarang cek sebelum penuh,suspicious_judol,rtpinfo gas sekarang cek sebelum penuh rtpinfo gas sekarang cek sebelum penuh
sample_suspicious_judol_1898,v1ewer88,user1898@example.com,67500,Virtual Account,Kondomatur,ｗｄ ｌａｎｃａｒ ｋａｔａｎｙａ ｐｏｌａ ｓｕｄａｈ ｋｅｂｕｋａ,suspicious_judol,v1ewer88 ｗｄ ｌａｎｃａｒ ｋａｔａｎｙａ ｐｏｌａ ｓｕｄａｈ ｋｅｂｕｋａ viewer88 wd lancar katanya pola sudah kebuka
sample_suspicious_judol_1899,ａⒹ𝓶Ⓘո𝓲几𝒻ㄖ,user1899@example.com,70000,Transfer,Trakteer,j\a\m g\a\c\o\r m\a\l\a\m i\n\i b\u\a\t i\n\f\o s\a\j\a,suspicious_judol,ａⒹ𝓶Ⓘո𝓲几𝒻ㄖ j\a\m g\a\c\o\r m\a\l\a\m i\n\i b\u\a\t i\n\f\o s\a\j\a admiinfo jamgacormalaminibuatinfosaja
sample_suspicious_judol_1900,maxwinTips,user1900@example.com,10000,QRIS,Saweria,ιⓃｆⓞ 🅿оⅼα 🅰ｄＭƗη ７е𝓻🅱Ⓐｒս јаⓃⒼⒶη ５ⓔⒷս🆃 𝓶ⓔŘ𝑒Ｋ,suspicious_judol,maxwinTips ιⓃｆⓞ 🅿оⅼα 🅰ｄＭƗη ７е𝓻🅱Ⓐｒս јаⓃⒼⒶη ５ⓔⒷս🆃 𝓶ⓔŘ𝑒Ｋ maxwintips nfo pl admin 7rbar ngan 5ebt merek
sample_suspicious_judol_1901,bocoranNow,user1901@example.com,12500,E-Wallet,DemoPay,7aruhan kecil ka7any4 4m4n l4ngsung ga5,suspicious_judol,bocoranNow 7aruhan kecil ka7any4 4m4n l4ngsung ga5 bocorannow 7aruhan kecil katany4 4man langsung ga5
sample_suspicious_judol_1902,polaUpdate,user1902@example.com,15000,Virtual Account,Kondomatur,adm⁠in kas⁠ih boc⁠ora⁠n j⁠ang⁠an tel⁠at,suspicious_judol,polaUpdate adm⁠in kas⁠ih boc⁠ora⁠n j⁠ang⁠an tel⁠at polaupdate admin kasih bocoran jangan telat
sample_suspicious_judol_1903,ѕςΔ７ｔⓔŘ几οｔᵉ,user1903@example.com,17500,Transfer,Trakteer,RtP LiVe lAgI TiNgGi kOdE AdMiN TuRuN,suspicious_judol,ѕςΔ７ｔⓔŘ几οｔᵉ RtP LiVe lAgI TiNgGi kOdE AdMiN TuRuN atternte rtp live lagi tinggi kode admin turun
sample_suspicious_judol_1904,jamramai,user1904@example.com,20000,QRIS,Saweria,cuancepatmalaminikatanyaaman,suspicious_judol,jamramai cuancepatmalaminikatanyaaman jamramai cuancepatmalaminikatanyaaman
sample_suspicious_judol_1905,cuanMalam,user1905@example.com,22500,E-Wallet,DemoPay,winrate naik malam ini yang paham merapat+++ ,suspicious_judol,cuanMalam winrate naik malam ini yang paham merapat+++  cuanmalam winrate naik malam ini yang paham merapat+++
sample_suspicious_judol_1906,depoInfo,user1906@example.com,25000,Virtual Account,Kondomatur,🔥 ｒｔр 🆃іｎｇցＩ г🅰ⓜⒶＩ 𝓭ι ցгＵᵖ 🙌,suspicious_judol,depoInfo 🔥 ｒｔр 🆃іｎｇցＩ г🅰ⓜⒶＩ 𝓭ι ցгＵᵖ 🙌 depoinfo rt tngi amai d up
sample_suspicious_judol_1907,гτᵖ𝓲Ⓝ𝒻ㄖ,user1907@example.com,27500,Transfer,Trakteer,💙 s•c•a•t•t•e•r m•u•l•a•i r•a•p•a•t 💙,suspicious_judol,гτᵖ𝓲Ⓝ𝒻ㄖ 💙 s•c•a•t•t•e•r m•u•l•a•i r•a•p•a•t 💙 pinfo scatter mulai rapat
sample_suspicious_judol_1908,viewer88,user1908@example.com,30000,QRIS,Saweria,c4s‌1n0‌ li‌ve b4r‌u 8‌uka‌ m4‌l4m‌ in‌i s‌4j4‌,suspicious_judol,viewer88 c4s‌1n0‌ li‌ve b4r‌u 8‌uka‌ m4‌l4m‌ in‌i s‌4j4‌ viewer88 casin0 live baru 8uka malam ini saj4
sample_suspicious_judol_1909,admininfo,user1909@example.com,32500,E-Wallet,DemoPay,ᵖＯｌⒶ 𝓽❸ｒ８🅰①Ⓚ м４🅻④м 𝓲ηι с❸𝓴 ５③๒❸ⓛυм ᵖ❸Ⓝⓤ𝓱,suspicious_judol,admininfo ᵖＯｌⒶ 𝓽❸ｒ８🅰①Ⓚ м４🅻④м 𝓲ηι с❸𝓴 ５③๒❸ⓛυм ᵖ❸Ⓝⓤ𝓱 admininfo pola terbaik 4l4 in 3k 53bel penuh
sample_suspicious_judol_1910,maxwinTips,user1910@example.com,35000,Virtual Account,Kondomatur,deposit receh dulu pola sudah kebuka,suspicious_judol,maxwinTips deposit receh dulu pola sudah kebuka maxwintips deposit receh dulu pola sudah kebuka
sample_suspicious_judol_1911,воƈ🅾ⓇαｎոㄖＷ,user1911@example.com,37500,Transfer,Trakteer,ｐｏｌａ ｓｃａｔｔｅｒ ｋａｔａｎｙａ ｂａｇｕｓ ｂｕａｔ ｉｎｆｏ ｓａｊａ,suspicious_judol,воƈ🅾ⓇαｎոㄖＷ ｐｏｌａ ｓｃａｔｔｅｒ ｋａｔａｎｙａ ｂａｇｕｓ ｂｕａｔ ｉｎｆｏ ｓａｊａ cornow pola scatter katanya bagus buat info saja
sample_suspicious_judol_1912,polaUpdate,user1912@example.com,40000,QRIS,Saweria,a:d:m:i:n k:a:s:i:h k:o:d:e j:a:n:g:a:n s:e:b:u:t m:e:r:e:k,suspicious_judol,polaUpdate a:d:m:i:n k:a:s:i:h k:o:d:e j:a:n:g:a:n s:e:b:u:t m:e:r:e:k polaupdate adminkasihkodejangansebutmerek
sample_suspicious_judol_1913,scatterNote,user1913@example.com,42500,E-Wallet,DemoPay,🅱🅾ⒸＯг🅰η Δԁⓜι几 һⒶŘι Ⓘո𝓲 ｌΔոⒼⓢυｎⒼ ｇ𝔸ｓ,suspicious_judol,scatterNote 🅱🅾ⒸＯг🅰η Δԁⓜι几 һⒶŘι Ⓘո𝓲 ｌΔոⒼⓢυｎⒼ ｇ𝔸ｓ scatternote bocoan amn ar ii lagsng gas
sample_suspicious_judol_1914,jamramai,user1914@example.com,45000,Virtual Account,Kondomatur,b0nus h4r1an ma5ih 4d4 jang4n t3l4t,suspicious_judol,jamramai b0nus h4r1an ma5ih 4d4 jang4n t3l4t jamramai bonus harian masih 4d4 jangan telat
sample_suspicious_judol_1915,ⒸＵаոⓜⒶｌ𝔸ⓜ,user1915@example.com,47500,Transfer,Trakteer,po​la adm​in ter​bar​u k​ode​ ad​min​ tu​run​,suspicious_judol,ⒸＵаոⓜⒶｌ𝔸ⓜ po​la adm​in ter​bar​u k​ode​ ad​min​ tu​run​ cumalam pola admin terbaru kode admin turun
sample_suspicious_judol_1916,d3p0Inf0,user1916@example.com,50000,QRIS,Saweria,jAm gAcOr pAlInG RaMaI KaTaNyA AmAn,suspicious_judol,d3p0Inf0 jAm gAcOr pAlInG RaMaI KaTaNyA AmAn depoinf0 jam gacor paling ramai katanya aman
sample_suspicious_judol_1917,rtpinfo,user1917@example.com,52500,E-Wallet,DemoPay,togelmalaminiramaiyangpahammerapat,suspicious_judol,rtpinfo togelmalaminiramaiyangpahammerapat rtpinfo togelmalaminiramaiyangpahammerapat
sample_suspicious_judol_1918,viewer88,user1918@example.com,55000,Virtual Account,Kondomatur,live depo kecil bisa cuan ramai di grup,suspicious_judol,viewer88 live depo kecil bisa cuan ramai di grup viewer88 live depo kecil bisa cuan ramai di grup
sample_suspicious_judol_1919,maxwinTips,user1919@example.com,57500,Transfer,Trakteer,😺🐳 i/n/f/o m/a/x/w/i/n t/e/r/b/a/r/u m/a/l/a/m i/n/i s/a/j/a 🐻🐼,suspicious_judol,maxwinTips 😺🐳 i/n/f/o m/a/x/w/i/n t/e/r/b/a/r/u m/a/l/a/m i/n/i s/a/j/a 🐻🐼 maxwintips infomaxwinterbarumalaminisaja
sample_suspicious_judol_1920,bocoranNow,user1920@example.com,60000,QRIS,Saweria,po‍la spi‍n p‍ela‍n d‍ulu‍ c3‍k s‍3b3‍lum‍ p3‍nuh‍,suspicious_judol,bocoranNow po‍la spi‍n p‍ela‍n d‍ulu‍ c3‍k s‍3b3‍lum‍ p3‍nuh‍ bocorannow pola spin pelan dulu cek sebelum penuh
sample_suspicious_judol_1921,polaUpdate,user1921@example.com,62500,E-Wallet,DemoPay,ց４🆂 ５❸Ⓚ４Ⓡ④ｎｇ 🅿оⅼ𝔸 ⓢυԁ④Ħ 𝓴３ƅυ𝓴❹,suspicious_judol,polaUpdate ց４🆂 ５❸Ⓚ４Ⓡ④ｎｇ 🅿оⅼ𝔸 ⓢυԁ④Ħ 𝓴３ƅυ𝓴❹ polaupdate 4s 53karang pla sah ketk4
sample_suspicious_judol_1922,ѕςа７ｔ𝑒Ř几ㄖｔＥ,user1922@example.com,65000,Virtual Account,Kondomatur,wd lancar katanya buat info saja,suspicious_judol,ѕςа７ｔ𝑒Ř几ㄖｔＥ wd lancar katanya buat info saja 7ternote wd lancar katanya buat info saja
sample_suspicious_judol_1923,jamramai,user1923@example.com,67500,Transfer,Trakteer,ｊａｍ ｇａｃｏｒ ｍａｌａｍ ｉｎｉ ｊａｎｇａｎ ｓｅｂｕｔ ｍｅｒｅｋ,suspicious_judol,jamramai ｊａｍ ｇａｃｏｒ ｍａｌａｍ ｉｎｉ ｊａｎｇａｎ ｓｅｂｕｔ ｍｅｒｅｋ jamramai jam gacor malam ini jangan sebut merek
sample_suspicious_judol_1924,cu4nMalam,user1924@example.com,70000,QRIS,Saweria,i.n.f.o p.o.l.a a.d.m.i.n t.e.r.b.a.r.u l.a.n.g.s.u.n.g g.a.s,suspicious_judol,cu4nMalam i.n.f.o p.o.l.a a.d.m.i.n t.e.r.b.a.r.u l.a.n.g.s.u.n.g g.a.s cuanmalam info pola admin terbaru langsung gas
sample_suspicious_judol_1925,depoInfo,user1925@example.com,10000,E-Wallet,DemoPay,７ⓐ𝓻υⒽａｎ 𝓴еｃƗ𝓵 Ⓚаｔⓐηｙ𝔸 α𝓶🅰Ⓝ ｊ𝔸几ɢаո 🆃ᵉⅼａ𝓽,suspicious_judol,depoInfo ７ⓐ𝓻υⒽａｎ 𝓴еｃƗ𝓵 Ⓚаｔⓐηｙ𝔸 α𝓶🅰Ⓝ ｊ𝔸几ɢаո 🆃ᵉⅼａ𝓽 depoinfo 7arhan kcil ktanya man jan telat
sample_suspicious_judol_1926,гτᵖιⓃｆⓞ,user1926@example.com,12500,Virtual Account,Kondomatur,4dmin ka5ih 8ocoran kode adm1n turun,suspicious_judol,гτᵖιⓃｆⓞ 4dmin ka5ih 8ocoran kode adm1n turun pnfo 4dmin kasih 8ocoran kode admin turun
sample_suspicious_judol_1927,viewer88,user1927@example.com,15000,Transfer,Trakteer,r‌tp liv‌e l‌agi‌ ti‌ngg‌i k‌ata‌nya‌ am‌an,suspicious_judol,viewer88 r‌tp liv‌e l‌agi‌ ti‌ngg‌i k‌ata‌nya‌ am‌an viewer88 rtp live lagi tinggi katanya aman
sample_suspicious_judol_1928,admininfo,user1928@example.com,17500,QRIS,Saweria,CuAn cEpAt mAlAm iNi yAnG PaHaM MeRaPaT,suspicious_judol,admininfo CuAn cEpAt mAlAm iNi yAnG PaHaM MeRaPaT admininfo cuan cepat malam ini yang paham merapat
sample_suspicious_judol_1929,maxwinTips,user1929@example.com,20000,E-Wallet,DemoPay,winratenaikmalaminiramaidigrup,suspicious_judol,maxwinTips winratenaikmalaminiramaidigrup maxwintips winratenaikmalaminiramaidigrup
sample_suspicious_judol_1930,🅱🅾ƈＯⓇⒶｎոⓞⓦ,user1930@example.com,22500,Virtual Account,Kondomatur,rtp tinggi cek,suspicious_judol,🅱🅾ƈＯⓇⒶｎոⓞⓦ rtp tinggi cek bocoranow rtp tinggi cek
sample_suspicious_judol_1931,polaUpdate,user1931@example.com,25000,Transfer,Trakteer,[ｓƈ🅰🆃７ᵉ𝓻 ＭυⅼⓐⒾ ｒａра🆃 ＭΔ🅻ａＭ 𝓲ηι ｓａⒿа],suspicious_judol,polaUpdate [ｓƈ🅰🆃７ᵉ𝓻 ＭυⅼⓐⒾ ｒａра🆃 ＭΔ🅻ａＭ 𝓲ηι ｓａⒿа] polaupdate [scatter mlai rat malam in saj]
sample_suspicious_judol_1932,scatterNote,user1932@example.com,27500,QRIS,Saweria,๑۞๑ c~a~s~i~n~o l~i~v~e b~a~r~u b~u~k~a c~e~k s~e~b~e~l~u~m p~e~n~u~h ๑۞๑,suspicious_judol,scatterNote ๑۞๑ c~a~s~i~n~o l~i~v~e b~a~r~u b~u~k~a c~e~k s~e~b~e~l~u~m p~e~n~u~h ๑۞๑ scatternote 11 casino live baru buka cek sebelum penuh 11
sample_suspicious_judol_1933,j4mrama1,user1933@example.com,30000,E-Wallet,DemoPay,p⁠0l4⁠ 7e⁠rb4⁠ik mal⁠am 1n1⁠ po⁠la sud⁠4h k3b⁠uk4⁠,suspicious_judol,j4mrama1 p⁠0l4⁠ 7e⁠rb4⁠ik mal⁠am 1n1⁠ po⁠la sud⁠4h k3b⁠uk4⁠ jamrama1 pol4 7erbaik malam 1n1 pola sudah kebuk4
sample_suspicious_judol_1934,ⒸＵΔոⓜαｌ🅰ⓜ,user1934@example.com,32500,Virtual Account,Kondomatur,Ⓓℯｐ🅾❺𝓲７ 𝓻ⓔⒸ𝑒һ ᗪսｌＵ ƅⓤα７ １几ⓕ🅾 🆂４ј④,suspicious_judol,ⒸＵΔոⓜαｌ🅰ⓜ Ⓓℯｐ🅾❺𝓲７ 𝓻ⓔⒸ𝑒һ ᗪսｌＵ ƅⓤα７ １几ⓕ🅾 🆂４ј④ cuamlam deposi7 rece dlu tu7 1nfo s44
sample_suspicious_judol_1935,depoInfo,user1935@example.com,35000,Transfer,Trakteer,pola scatter katanya bagus jangan sebut merek,suspicious_judol,depoInfo pola scatter katanya bagus jangan sebut merek depoinfo pola scatter katanya bagus jangan sebut merek
sample_suspicious_judol_1936,rtpinfo,user1936@example.com,37500,QRIS,Saweria,ａｄｍｉｎ ｋａｓｉｈ ｋｏｄｅ ｌａｎｇｓｕｎｇ ｇａｓ,suspicious_judol,rtpinfo ａｄｍｉｎ ｋａｓｉｈ ｋｏｄｅ ｌａｎｇｓｕｎｇ ｇａｓ rtpinfo admin kasih kode langsung gas
sample_suspicious_judol_1937,viewer88,user1937@example.com,40000,E-Wallet,DemoPay,b_o_c_o_r_a_n a_d_m_i_n h_a_r_i i_n_i j_a_n_g_a_n t_e_l_a_t,suspicious_judol,viewer88 b_o_c_o_r_a_n a_d_m_i_n h_a_r_i i_n_i j_a_n_g_a_n t_e_l_a_t viewer88 bocoranadminhariinijangantelat
sample_suspicious_judol_1938,ａⒹ𝓶ιոⒾ几ⓕο,user1938@example.com,42500,Virtual Account,Kondomatur,ⒷＯⓃսѕ Ⓗ𝔸гιа几 ＭΔ🆂Ɨｈ 🅰ᗪⒶ 𝓴ⓞᗪе ⓐ𝓭𝓶𝓲Ⓝ τսⓇＵｎ,suspicious_judol,ａⒹ𝓶ιոⒾ几ⓕο ⒷＯⓃսѕ Ⓗ𝔸гιа几 ＭΔ🆂Ɨｈ 🅰ᗪⒶ 𝓴ⓞᗪе ⓐ𝓭𝓶𝓲Ⓝ τսⓇＵｎ adminf bon han masih ada kod admin run
sample_suspicious_judol_1939,maxwinTips,user1939@example.com,45000,Transfer,Trakteer,p0l4 4dmin 7erb4ru ka7any4 4m4n,suspicious_judol,maxwinTips p0l4 4dmin 7erb4ru ka7any4 4m4n maxwintips pol4 4dmin 7erbaru katany4 4man
sample_suspicious_judol_1940,bocoranNow,user1940@example.com,47500,QRIS,Saweria,jam‍ ga‍cor‍ pa‍lin‍g r‍ama‍i y‍ang‍ pa‍ham‍ me‍rap‍at,suspicious_judol,bocoranNow jam‍ ga‍cor‍ pa‍lin‍g r‍ama‍i y‍ang‍ pa‍ham‍ me‍rap‍at bocorannow jam gacor paling ramai yang paham merapat
sample_suspicious_judol_1941,polaUpdate,user1941@example.com,50000,E-Wallet,DemoPay,tOgEl mAlAm iNi rAmAi rAmAi dI GrUp,suspicious_judol,polaUpdate tOgEl mAlAm iNi rAmAi rAmAi dI GrUp polaupdate togel malam ini ramai ramai di grup
sample_suspicious_judol_1942,ѕςΔ７ｔℯŘ几ⓞｔе,user1942@example.com,52500,Virtual Account,Kondomatur,depokecilbisacuan,suspicious_judol,ѕςΔ７ｔℯŘ几ⓞｔе depokecilbisacuan atternot depokecilbisacuan
sample_suspicious_judol_1943,jamramai,user1943@example.com,55000,Transfer,Trakteer,... bocoran pola hijau malam ini saja,suspicious_judol,jamramai ... bocoran pola hijau malam ini saja jamramai ... bocoran pola hijau malam ini saja
sample_suspicious_judol_1944,cuanMalam,user1944@example.com,57500,QRIS,Saweria,✨ ＩⓃｆо мⓐⓍＷι几 ｔ𝑒ŘƅΔгⓤ Ⓒℯк 🆂𝑒вℯ𝓵սⓜ ｐℯηＵｈ ✨,suspicious_judol,cuanMalam ✨ ＩⓃｆо мⓐⓍＷι几 ｔ𝑒ŘƅΔгⓤ Ⓒℯк 🆂𝑒вℯ𝓵սⓜ ｐℯηＵｈ ✨ cuanmalam inf axwn tertau cek seelm penuh
sample_suspicious_judol_1945,depoInfo,user1945@example.com,60000,E-Wallet,DemoPay,🔥 p o l a s p i n p e l a n d u l u p o l a s u d a h k e b u k a 🙌,suspicious_judol,depoInfo 🔥 p o l a s p i n p e l a n d u l u p o l a s u d a h k e b u k a 🙌 depoinfo polaspinpelandulupolasudahkebuka
sample_suspicious_judol_1946,гτᵖⒾⓃⓕο,user1946@example.com,62500,Virtual Account,Kondomatur,ga5​ 5e​kar​ang​ bu​a7 1nf​o s​4j4​,suspicious_judol,гτᵖⒾⓃⓕο ga5​ 5e​kar​ang​ bu​a7 1nf​o s​4j4​ pinf ga5 5ekarang bua7 1nfo saj4
sample_suspicious_judol_1947,viewer88,user1947@example.com,65000,Transfer,Trakteer,ԝᗪ ｌⒶոς④ｒ 𝓴４🆃④ｎ𝐘α ј④ոｇ𝔸Ⓝ ⑤ⓔ➇Ｕ７ ⓜⓔｒ𝑒к,suspicious_judol,viewer88 ԝᗪ ｌⒶոς④ｒ 𝓴４🆃④ｎ𝐘α ј④ոｇ𝔸Ⓝ ⑤ⓔ➇Ｕ７ ⓜⓔｒ𝑒к viewer88 d laar katany 4gan 5ebu7 merek
sample_suspicious_judol_1948,admininfo,user1948@example.com,67500,QRIS,Saweria,jam gacor malam ini langsung gas,suspicious_judol,admininfo jam gacor malam ini langsung gas admininfo jam gacor malam ini langsung gas
sample_suspicious_judol_1949,maxwinTips,user1949@example.com,70000,E-Wallet,DemoPay,ｉｎｆｏ ｐｏｌａ ａｄｍｉｎ ｔｅｒｂａｒｕ ｊａｎｇａｎ ｔｅｌａｔ,suspicious_judol,maxwinTips ｉｎｆｏ ｐｏｌａ ａｄｍｉｎ ｔｅｒｂａｒｕ ｊａｎｇａｎ ｔｅｌａｔ maxwintips info pola admin terbaru jangan telat
sample_suspicious_judol_1950,ⒷＯƈоⓇαｎոοԝ,user1950@example.com,10000,Virtual Account,Kondomatur,t•a•r•u•h•a•n k•e•c•i•l k•a•t•a•n•y•a a•m•a•n k•o•d•e a•d•m•i•n t•u•r•u•n,suspicious_judol,ⒷＯƈоⓇαｎոοԝ t•a•r•u•h•a•n k•e•c•i•l k•a•t•a•n•y•a a•m•a•n k•o•d•e a•d•m•i•n t•u•r•u•n bocrn taruhan kecil katanya aman kode admin turun
sample_suspicious_judol_1951,p0l4Upd4t3,user1951@example.com,12500,Transfer,Trakteer,Ⓐ𝓭мƗⓃ 𝓴ⓐⓢƗһ ｂοｃㄖ𝓻Δ几 Ⓚа𝓽ⓐⓃｙ𝔸 α𝓶🅰ո,suspicious_judol,p0l4Upd4t3 Ⓐ𝓭мƗⓃ 𝓴ⓐⓢƗһ ｂοｃㄖ𝓻Δ几 Ⓚа𝓽ⓐⓃｙ𝔸 α𝓶🅰ո polaupdat3 adin kasi bcoran ktanya ma
sample_suspicious_judol_1952,scatterNote,user1952@example.com,15000,QRIS,Saweria,rtp live l4g1 7inggi y4ng paham merapa7,suspicious_judol,scatterNote rtp live l4g1 7inggi y4ng paham merapa7 scatternote rtp live lag1 7inggi yang paham merapa7
sample_suspicious_judol_1953,jamramai,user1953@example.com,17500,E-Wallet,DemoPay,cu⁠an cep⁠at mal⁠am ini⁠ ra⁠mai⁠ di⁠ gr⁠up,suspicious_judol,jamramai cu⁠an cep⁠at mal⁠am ini⁠ ra⁠mai⁠ di⁠ gr⁠up jamramai cuan cepat malam ini ramai di grup
sample_suspicious_judol_1954,ⒸＵаոⓜⒶｌ𝔸ⓜ,user1954@example.com,20000,Virtual Account,Kondomatur,WiNrAtE NaIk mAlAm iNi,suspicious_judol,ⒸＵаոⓜⒶｌ𝔸ⓜ WiNrAtE NaIk mAlAm iNi cumalam winrate naik malam ini
